word_count,sentence_count,locations,location_count,actions,action_count,urgency_level,is_informal,pos_tags,text,disaster_type,source
58,6,n’t|California|in January that this would happen,3,,0,medium,True,NOUN PROPN PROPN AUX ADV ADP PRON PUNCT DET NOUN ADP NUM NOUN NOUN AUX VERB NOUN ADJ PUNCT ADJ NOUN ADV VERB VERB NOUN CCONJ VERB NOUN ADP ADJ NOUN PUNCT PROPN VERB PROPN PUNCT PROPN ADV VERB DET ADJ NOUN PUNCT CCONJ DET ADJ NOUN PUNCT NOUN AUX VERB ADP PROPN SCONJ PRON AUX VERB PUNCT,"@billycuth @BridgetPhetasy Trump is right on this. A century of 100% suppression have made fires worse. Many states now do controlled burns and do clearing of dead brush. CA didn’t. California somehow has the best crews, but the worst strategy. Warnings were sounded in January that this would happen.",other_relevant_information,HumAID
53,5,in California|California|in Northern CA after fire destroyed a town|Northern CA,4,,0,low,True,PRON PROPN ADJ NOUN VERB DET ADJ NOUN ADP ADJ ADP PROPN PUNCT ADV PUNCT NOUN VERB ADP NOUN PUNCT DET ADJ NOUN NOUN ADP SYM NOUN AUX VERB NUM SCONJ NUM ADJ AUX VERB ADP PROPN PROPN SCONJ NOUN VERB DET NOUN PUNCT PRON VERB ADJ NUM SYM PROPN PUNCT SYM PROPN,"Our @weatherchannel live shot tells a sad story for many in California, again. Houses burned beyond recognition. The statewide death toll from #wildfires has reached 44 after 13 more were found in Northern CA after fire destroyed a town. We’re live 8AM-2PM/ET. #CaliforniaFires",injured_or_dead_people,HumAID
19,1,Ecuador,1,,0,low,True,PROPN PROPN PUNCT NOUN VERB ADP ADP PRON VERB ADP PROPN NOUN PROPN NOUN ADV ADV ADV ADP NOUN,RT @CampsCEO: Thoughts go out to all affected by Ecuador quake @CampEcuador staff safe fortunately far from Camps,sympathy_and_support,HumAID
24,1,US|Mexico,2,,0,low,True,SYM NOUN PUNCT VERB ADP SYM PROPN NOUN ADP DET PROPN CCONJ PROPN PUNCT SYM PROPN ADP NOUN CCONJ NOUN NOUN PUNCT SPACE SYM PROPN,#Newsletter: Read about #US support to the Caribbean &amp; #Mexico for hurricane and earthquake relief:  #OFDA,other_relevant_information,HumAID
28,1,,0,,0,low,True,PROPN PROPN PROPN VERB ADP DET NOUN VERB NOUN PUNCT SCONJ DET ADJ NOUN AUX PART ADV ADJ ADP DET NOUN CCONJ ADJ NOUN VERB ADP PRON PUNCT,"JP Morgan Chase comes to the ground breaking conclusion, that a major hurricane is not very good for the households and small businesses destroyed by it.",other_relevant_information,HumAID
18,1,,0,,0,low,True,PROPN PROPN PROPN NOUN PUNCT PROPN PROPN ADP SYM PROPN SPACE PROPN PROPN PROPN PROPN SYM PROPN SYM NOUN,Hurricane Maria Live Updates: Catastrophic Flooding in #PuertoRico  Via @NYTimesὌCCC #NewYork #NYC #Life,caution_and_advice,HumAID
43,3,,0,emergency,1,medium,True,DET NOUN ADP NUM NOUN VERB PUNCT PRON AUX VERB DET NOUN PROPN NOUN PART VERB NOUN VERB ADP SYM PROPN PUNCT PART VERB SYM PROPN PUNCT SYM PROPN CCONJ SYM PROPN NOUN SPACE CCONJ VERB DET NOUN VERB ADP DET ADJ NOUN PUNCT,"A city of 500,000 inhabitants destroyed. We have launched an Emergency Funding campaign to support countries affected by #CycloneIdai. To support #Mozambique, #Zimbabwe or #Malawi visit  and make a donation dedicated to this particular crisis.",rescue_volunteering_or_donation_effort,HumAID
45,4,,0,,0,low,True,PRON VERB DET NOUN ADV ADP NUM ADV PUNCT DET ADJ ADP PRON AUX ADV ADV ADV PUNCT ADJ NOUN ADP DET NOUN PUNCT NOUN AUX ADJ PUNCT NOUN NOUN PUNCT CCONJ ADV ADV ADV PUNCT X PROPN SYM PROPN SYM PROPN SYM PROPN PUNCT,"We had a lul here around 8am, the worst of it is just about here. Small branches down no trees. Roads are passable, power fluctuating, but still on mostly. #harbourisland #hurricanedorian #bahamas #mybrilandlife /12",other_relevant_information,HumAID
29,1,,0,need|help,2,medium,True,VERB NOUN PART VERB DET NOUN ADP PROPN ADP PROPN PUNCT PROPN CCONJ PROPN NOUN PUNCT NOUN AUX VERB PROPN NOUN PUNCT NUM PROPN PROPN SYM PROPN SYM NOUN,"Need help to arrange a vehicle from trivandrum to ranni , Medical and Sanitary items , Doctors are waiting Contact Number : 8943307136 @vikramanmuthu @kuttanmaash #KeralaFloodRelief #resource",requests_or_urgent_needs,HumAID
40,2,Kashmir,1,,0,low,False,NOUN ADP PROPN SCONJ DET NOUN AUX VERB ADP DET NOUN ADV PUNCT ADP DET ADJ NOUN ADP DET NOUN DET SYM NOUN AUX VERB ADJ NOUN ADP DET NOUN ADP DET VERB NOUN SCONJ VERB ADP PROPN NOUN PUNCT,Prayers for Kashmir if the tremors are felt in the region too. With no operational net in the region this #earthquake will give more tremors in the minds of the loved ones than measured on Richter scale !,other_relevant_information,HumAID
24,2,,0,send,1,low,True,NOUN AUX VERB ADJ NOUN ADV PUNCT AUX PRON VERB PROPN AUX VERB SYM NUM ADP PRON ADJ NOUN ADP SYM PROPN NOUN PUNCT,"Trump has promised big donations before.. Do you think Trump will send $1,000,000 of his personal money to #HurricaneHarvey relief?",rescue_volunteering_or_donation_effort,HumAID
20,1,Tsunami|New Zealand,2,,0,low,True,PROPN PROPN PUNCT PROPN PROPN NOUN AUX VERB DET PROPN NOUN ADP DET ADJ PROPN NOUN VERB DET NOUN PUNCT,RT @lbcbreaking: New Zealand government has issued a Tsunami alert for the entire east coast following an earthquake.,caution_and_advice,HumAID
57,1,,0,,0,low,True,PROPN NOUN PUNCT AUX DET PROPN ADP PROPN VERB DET PROPN NOUN PRON VERB PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT PUNCT,WATCH Video: Is The Island Of Anguilla Getting The Irma Aid It Needs *******************************************,other_relevant_information,HumAID
9,1,,0,,0,low,True,PROPN PROPN PROPN CCONJ PROPN PROPN PROPN SPACE ADP VERB,Hurricane Harvey Damage and Fire House Fund  via @youcaring,infrastructure_and_utility_damage,HumAID
42,4,in California history|California,2,,0,low,True,NOUN PUNCT NOUN VERB SYM NOUN AUX NUM NOUN VERB PUNCT NUM NOUN AUX AUX VERB PUNCT SCONJ ADJ AUX NUM VERB PUNCT NUM NOUN AUX AUX VERB PUNCT PRON AUX DET ADJ CCONJ ADV ADJ NOUN ADP PROPN NOUN PUNCT PROPN,"Correction: 125k acre #campfire is 35% contained. 42 people have been killed, as many are 200 missing, 6,867 structures have been destroyed. It is the deadliest and most destructive wildfire in California history. @FOX40",other_relevant_information,HumAID
19,2,,0,,0,low,True,PROPN PROPN PROPN PROPN PROPN PART ADV VERB NOUN NOUN ADP NOUN VERB ADP NOUN PUNCT VERB ADJ NOUN,Hillsborough County Irma Relief Fund to directly fund recovery efforts for residents impacted by storm. Learn more 👉,rescue_volunteering_or_donation_effort,HumAID
25,1,"the Canal , Kharee Shrif|Jatlan|in Jatlan near the Canal",3,,0,low,True,SYM PROPN ADP PROPN ADP DET PROPN PUNCT PROPN PROPN NOUN PROPN PROPN VERB PROPN PUNCT ADV ADP NUM VERB CCONJ NUM NOUN ADV ADV,"#Earthquake in Jatlan near the Canal , Kharee Shrif area District Mirpur AZAD Kashmir : Sadly over 300 injured and 19 fatalities so far",injured_or_dead_people,HumAID
36,3,,0,,0,low,True,PRON AUX PRON ADJ NOUN ADP PROPN NOUN CCONJ NOUN PUNCT PROPN PROPN ADP NOUN ADP DET NOUN CCONJ NOUN ADP CCONJ ADP PART AUX VERB ADJ PUNCT PUNCT PUNCT PUNCT PUNCT PROPN VERB PROPN CCONJ,This is my preferred combination as Pre workout or trainings. Almond Butter with avocado on the bread and drinkkamsa before and after to be completed hydrated !!! . . Ὂ5 Try KAMSA and,not_humanitarian,HumAID
20,1,Florida,1,help|rescue,2,medium,True,SYM PROPN PROPN VERB ADJ NOUN PUNCT CCONJ PUNCT NOUN NOUN ADP PROPN PART VERB ADP NOUN ADP PROPN PROPN,#Phoenix FD sending special search-and-rescue team to Florida to help with aftermath of Hurricane Dorian,rescue_volunteering_or_donation_effort,HumAID
25,2,Cumberland|MD,2,,0,low,True,AUX PRON VERB PRON ADP DET SYM NOUN PUNCT PROPN PUNCT PROPN CCONJ PROPN PUNCT SPACE SYM PROPN PROPN PROPN PUNCT PROPN SYM VERB SYM PROPN,"Can you recommend anyone for this #job? Cashier - Food and Nutrition -  #Labor #Cumberland, MD #Hiring #CareerArc",not_humanitarian,HumAID
9,1,West Michigan|Nebraska,2,,0,low,False,PROPN PROPN NOUN NOUN ADP PROPN ADP NOUN NOUN,West Michigan family heads to Nebraska for flood relief,rescue_volunteering_or_donation_effort,HumAID
41,3,Ellicott City|Maryland,2,,0,medium,True,INTJ VERB NOUN ADP DET ADJ PROPN PUNCT PROPN PROPN PUNCT PRON ADV VERB PRON NOUN ADP DET NOUN ADP NOUN PUNCT X PROPN PROPN PUNCT PROPN NOUN NOUN VERB PROPN PROPN NOUN VERB PUNCT ADJ NOUN VERB ADP NUM NOUN,"Please say prayers for this BRAVE HERO, Eddison Hermond, who selflessly put his life on the line for others. ὤFἿBὤFἿBὤFἿBὤFἿBὤFἿB Ellicott City, Maryland flash floods leave National Guard member missing, devastate town recovering from 2016 deluge",sympathy_and_support,HumAID
10,1,,0,,0,low,True,NOUN NOUN ADP PROPN PROPN VERB ADP NUM SPACE ADP PROPN,Death toll from Hurricane Harvey rises to 18  via abc7,injured_or_dead_people,HumAID
19,1,California,1,,0,low,False,PRON VERB DET PROPN NOUN SPACE DET NOUN VERB SCONJ PRON NOUN VERB ADP VERB NOUN ADP DET PROPN NOUN,I liked a @YouTube video  This nurse showed how his truck looked after saving lives in the California fires,rescue_volunteering_or_donation_effort,HumAID
36,1,,0,,0,low,True,PRON NOUN AUX ADJ PART VERB SCONJ PROPN AUX ADP NOUN CCONJ DET NOUN VERB SCONJ PRON VERB NOUN ADP NOUN NOUN ADP ADJ PROPN VERB SYM NOUN SYM NOUN VERB PRON NOUN ADP SYM NOUN,Our media is quick to report when Airlines are at fault but no one reports when they carry tons of relief item for free .Well done #indigo6e #flyspicejet appreciate your efforts for #KeralaFloodRelief,other_relevant_information,HumAID
21,1,San Juan,1,evacuate,1,low,True,DET NOUN ADP ADP PROPN PROPN PUNCT PROPN SCONJ NOUN VERB CCONJ PRON VERB ADJ ADP DET NOUN PROPN PROPN VERB,"The flight out of San Juan, PR as families evacuate and we see more of the destruction Hurricane Maria left",displaced_people_and_evacuations,HumAID
23,3,,0,rescue,1,low,True,PRON VERB PROPN PART VERB DET NOUN NOUN PRON NOUN PUNCT PRON VERB NUM NOUN DET NOUN PUNCT PUNCT PROPN PROPN PROPN PROPN,We got Carmella to take the bottle bot this am! She weighed 10 ounces this morning! @ Good Karma Dog Rescue,not_humanitarian,HumAID
11,1,,0,,0,low,False,AUX PROPN PROPN VERB PRON ADP PRON PROPN PROPN SYM NOUN,May Allah Swt protect all of us Ameen ὡE #earthquake,sympathy_and_support,HumAID
25,1,Haiti|in Haiti havent even received the donated money from the earthquake back in,2,donate,1,low,True,DET NOUN ADP PROPN AUX PART ADV VERB DET VERB NOUN ADP DET NOUN ADV ADP NUM ADV AUX PART VERB ADP PROPN PROPN PUNCT,The people in Haiti havent even received the donated money from the earthquake back in 2010 so dont donate to Red Cross.,not_humanitarian,HumAID
14,1,,0,help,1,medium,False,VERB ADJ NOUN AUX VERB ADV PUNCT PART ADP DET ADJ ADJ NOUN PUNCT,"@realDonaldTrump more help is needed now, not in the next few days.",requests_or_urgent_needs,HumAID
55,7,,0,,0,low,False,PROPN PROPN ADP ADJ PROPN PUNCT ADJ PUNCT PROPN PROPN ADP PROPN PROPN PUNCT ADJ PUNCT PROPN PROPN ADP PROPN PROPN PUNCT NOUN PUNCT ADJ PROPN ADP DET NOUN PUNCT ADJ PUNCT PROPN PROPN ADP PROPN PROPN PUNCT ADJ PUNCT CCONJ PUNCT PROPN PROPN ADP PROPN PROPN PUNCT PART ADJ PUNCT NOUN NOUN SYM VERB,"Foreign Funding for Political Parties, Ok? Foreign Funds for Sanghi Politics, Ok? Foreign Funding for Bullet Train, Ok? Foreign Investments In Every Sector, Ok? Foreign Trips for Political Leaders,Ok? But, Foreign Funding for Disaster Relief, not Ok? #keralafloods #doublespeak",not_humanitarian,HumAID
47,4,North Carolina|NC|Virginia|Greensboro,4,,0,medium,True,NOUN NOUN NOUN ADV ADP ADJ PROPN CCONJ ADJ PROPN PROPN PUNCT VERB NOUN ADP PART ADV NOUN CCONJ ADV VERB ADP ADJ NOUN PUNCT VERB ADP DET NOUN AUX NUM ADP PROPN CCONJ PROPN CCONJ NUM DET NOUN ADP PROPN SYM PROPN NOUN PUNCT SYM NOUN,Flash flood warnings now into southwestern Virginia and western North Carolina. Increasing risk of not only flooding but also landslides in mountainous areas. Included in these warnings are I-40 between Asheville and Greensboro and I-77 both sides of NC/VA border. #Florence,caution_and_advice,HumAID
20,2,Irma,1,,0,low,True,PRON VERB DET NOUN PART VERB ADV ADP DET NOUN NOUN ADP PROPN PUNCT PRON AUX ADV ADJ PUNCT PUNCT,I have an opportunity to work directly with the hurricane victims of Irma. I am pretty stoked!!,other_relevant_information,HumAID
31,2,in Chapel Hill and other areas of Orange County on Monday morning|Orange County|Chapel Hill,3,,0,low,True,ADJ NOUN ADP PROPN PROPN VERB ADJ NOUN ADP PROPN PROPN CCONJ ADJ NOUN ADP PROPN PROPN ADP PROPN NOUN PUNCT PROPN PUNCT PROPN PROPN CCONJ DET ADJ NOUN VERB NOUN,Overnight rains from Hurricane Florence caused massive flooding in Chapel Hill and other areas of Orange County on Monday morning. UNC-Chapel Hill and some public schools canceled classes,other_relevant_information,HumAID
22,2,,0,,0,low,False,PROPN PROPN VERB ADP DET NOUN ADP PRON NOUN NOUN VERB ADP SYM PROPN PUNCT VERB PRON NOUN PUNCT PROPN PUNCT PUNCT,"Jennifer Bryant looks over the debris from her family business destroyed by #HurricaneHarvey. Give them strength, Lord. ὤFἿC",sympathy_and_support,HumAID
19,2,Puerto Rico|in Puerto Rico,2,need|help,2,medium,False,NOUN VERB NOUN ADP PROPN PROPN PUNCT SYM PROPN SYM PROPN SYM PROPN SYM PROPN SYM NOUN SYM NOUN,People need help in Puerto Rico. #PuertoRicoStrong #PuertoRico #HurricaneMaria #HelpPuertoRico #stopignoringpuertorico #sendhelp,requests_or_urgent_needs,HumAID
34,4,Nebraska,1,,0,low,True,PROPN PUNCT SCONJ DET NOUN NOUN DET NOUN VERB ADV ADP NOUN NOUN ADP SYM PROPN PUNCT DET PROPN VERB PRON NOUN ADP NOUN VERB VERB ADP NOUN NOUN PUNCT SYM NOUN SYM NOUN,WATCH: As the @NEarmyguard surveys the damage left behind from flood waters in #Nebraska. The Guard says they hay to livestock left stranded by flood waters. #flood #NEwx,infrastructure_and_utility_damage,HumAID
27,2,,0,,0,low,False,NOUN NOUN VERB ADP ADJ NOUN PART VERB DET ADJ NOUN NOUN ADP NUM ADP DET ADJ NOUN ADP DET NOUN PUNCT VERB ADJ ADP PRON PUNCT,Climate change interacting with socioeconomic structure to cause an internal refugee crisis in one of the wealthiest countries in the world. Expect more of this.,other_relevant_information,HumAID
49,2,,0,,0,low,False,NOUN ADP SYM PROPN VERB ADP NOUN NOUN PROPN VERB ADP PROPN CCONJ PROPN PUNCT PROPN NOUN ADP NOUN ADJ NOUN VERB ADP PROPN PROPN PROPN CCONJ PROPN PUNCT VERB PRON NOUN ADP PROPN ADP PROPN VERB NOUN NOUN ADP PROPN PUNCT PROPN PROPN PROPN PUNCT PROPN ADV PROPN,"Volunteers from #Kerala led by group leader Ramakrishnan interacted with Tapan &amp; Gurjinder members of #KeralaFloodRelief team sent by Revenue Department Punjab &amp; expressed their gratitude to Government of Punjab shouting slogans Thanks for Punjab , Punjab ki Jay , Bole So Nihal",rescue_volunteering_or_donation_effort,HumAID
24,2,Fort McMurray|Alberta,2,,0,medium,True,PROPN PROPN NOUN VERB ADV ADP PROPN AUX PART VERB PRON NOUN NOUN NOUN NOUN PUNCT CCONJ PRON AUX PART VERB SCONJ PRON AUX,Fort McMurray evacuees staying outside of Alberta havent got their government wildfire assistance funds. And they dont know when they will,displaced_people_and_evacuations,HumAID
16,1,,0,,0,low,True,ADV ADJ SYM PROPN NUM NOUN AUX ADJ ADP NOUN CCONJ NUM NOUN AUX VERB SPACE NOUN,Very important #prayforItaly 120 people are dead for eartquake and 368 people are injured  ὤF,injured_or_dead_people,HumAID
43,1,,0,,0,low,True,PRON ADV AUX PART VERB ADP PRON ADP DET ADJ ADJ ADJ NOUN PRON VERB CCONJ PRON VERB ADV ADJ PRON AUX NUM ADP DET ADJ PROPN PRON PRON VERB NUM NOUN ADP PROPN VERB ADJ CCONJ ADJ PUNCT VERB PRON NOUN NOUN,"I generally dont comment on any of the non surprising dumb shit he says but Im fairly certain this is one of the few Tweets that I think 99% of Americans find distasteful and stupid, including his fan base",not_humanitarian,HumAID
12,1,in Collier ahead of,1,,0,low,False,NUM NOUN VERB ADJ NOUN ADP PROPN ADV ADP SYM PROPN PUNCT,Three shelters accepting new evacuees in Collier ahead of #HurricaneIrma.,displaced_people_and_evacuations,HumAID
31,2,NC|in NC and SC,2,,0,low,True,NOUN NOUN NOUN VERB ADP NUM SCONJ NOUN VERB PART VERB ADP PROPN CCONJ PROPN SPACE SYM NOUN SYM NOUN SYM NOUN SYM NOUN NOUN NOUN SYM PROPN SYM PROPN SYM NUM,Florence death toll rises to 32 as rivers continue to flood in NC and SC  #avlnews #wncnews #Florence #FlorenceNC #HurricaneFlorence #Wilmington #Fayetteville #FayettevilleNC,injured_or_dead_people,HumAID
31,2,Irma,1,,0,low,True,PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN AUX PRON PRON VERB ADP PUNCT PRON PRON AUX PART VERB ADP AUX SCONJ PROPN PROPN AUX VERB PRON NOUN ADP DET NOUN PUNCT,"Harvey, Irma, Katia, Jose are what you hear about. What you dont hear about is that #ClimateChange is showing its destruction around the 🌎.",other_relevant_information,HumAID
12,1,,0,,0,low,False,NOUN NOUN PUNCT NOUN NOUN VERB ADP NOUN ADP PROPN PART NOUN,News post: Death toll rises in wake of Irma’s devastation,injured_or_dead_people,HumAID
24,3,Fort McMurray|Tower Road,2,,0,low,False,SYM NOUN VERB ADP PROPN PROPN PUNCT VERB ADV ADP PROPN PROPN PUNCT CCONJ VERB NOUN PART AUX VERB ADP NOUN PUNCT SYM PROPN,"#Ymmfire heading up Tower Road. Moving away from Fort McMurray, but prompting camps to be evacuated for smoke. #ymm",displaced_people_and_evacuations,HumAID
15,1,Kerala,1,help,1,medium,True,PROPN PROPN PUNCT INTJ VERB PRON PART VERB VERB VERB PROPN SYM PROPN NOUN NOUN,RT @BJP4Keralam: plz Help us to re-build Kerala #KeralaFloodRelief #keralafloods,sympathy_and_support,HumAID
21,2,Texas,1,help,1,medium,True,PRON ADV VERB NOUN PART VERB ADP DET NOUN PART VERB SYM NOUN NOUN ADP SYM PROPN PUNCT DET SYM NUM,You still have time to phone in a donation to help #Harvey victims in #Texas! The #WVTM13,rescue_volunteering_or_donation_effort,HumAID
25,1,California,1,,0,low,True,NOUN ADJ ADV PART VERB ADJ NOUN NOUN ADP PROPN NOUN ADP DET NOUN ADJ ADP DET NOUN NOUN AUX PROPN PROPN PROPN PROPN PUNCT,@POTUS dead right to blame poor forest management for California fires with the person responsible for the poot management being California Governor Jerry Brown.,not_humanitarian,HumAID
51,6,Pakistan|Mangla Dam|Jatlan|near Jatlan damaged,4,,0,low,True,SYM NOUN PUNCT NUM NOUN VERB NOUN VERB DET NOUN NOUN SCONJ NUM NOUN AUX VERB PUNCT NUM NOUN NOUN ADP PROPN VERB PUNCT PROPN PROPN PUNCT PROPN VERB ADP ADJ NOUN VERB PRON ADJ PUNCT DET NOUN ADP PROPN PROPN VERB PUNCT SYM PROPN SYM PROPN SYM PROPN SYM PROPN,#earthquake. 22 people lost life including an army soldier while 160 people got injured. Three communication bridges near Jatlan damaged. Road Jatlan-Mangla settled at multiple locations rendering it unusable. No damage to Mangla Dam reported. #ISPR #Pakistan #Mirpur #Kashmir,injured_or_dead_people,HumAID
29,1,,0,,0,low,True,VERB NOUN ADP NOUN ADP DET VERB NOUN ADP PROPN PROPN NOUN NOUN NOUN ADP PROPN ADJ NOUN SYM PROPN NOUN PROPN SYM PROPN NOUN NOUN VERB PROPN PROPN,Paving hope amidst floodRestoration of a damaged road by COCO Palakkad team @IndianOilcl @dpradhanbjp @AshutoshJindalS @ChairmanIOCL @gurmeet_singh61 @PSMIOC #KeralaFloodRelief #KeralaFloods #StandwithKerala @kay_raghu @TrivandrumDO @ioclCalicutDO @tdsabu @sub610,infrastructure_and_utility_damage,HumAID
16,1,Hurricane Harvey|Houston,2,,0,low,True,NOUN ADP PROPN PROPN PUNCT PROPN NOUN VERB ADP PROPN PROPN VERB ADP ADP ADJ NOUN,"Impact of Hurricane Harvey, Houston floods felt by Detroit Tigers CLICK BELOW FOR FULL STORY",other_relevant_information,HumAID
26,1,US|Mexico,2,send,1,low,True,ADP DET ADJ NOUN CCONJ NOUN PUNCT CCONJ SCONJ PROPN VERB PART VERB NOUN PUNCT PUNCT PROPN NOUN VERB PRON NOUN ADP NOUN ADP DET PROPN,"After a devastating earthquake and hurricane (and after Trump failed to send condolences), Mexico today rescinded its offer of aid to the US",other_relevant_information,HumAID
41,1,Houston,1,,0,low,True,VERB PRON PUNCT VERB ADP SYM DET DET SYM NOUN ADP DET SYM PROPN CCONJ PROPN PUNCT PROPN PROPN CCONJ PROPN PUNCT SYM NOUN NOUN NOUN NOUN NOUN VERB ADP SYM PROPN SYM PROPN ADP SYM PROPN SYM PROPN SYM PROPN,Let us #PRAY for #All The #Victims of the #Storm &amp; #Historical &amp; #Epic #Flood #Waters caused by #Hurricane #Harvey in #Houston #Texas #USA,sympathy_and_support,HumAID
19,2,Irma,1,need,1,low,True,SCONJ AUX NOUN VERB DET NOUN PART VERB NOUN ADV ADP NOUN SCONJ VERB ADP PROPN PUNCT SYM NOUN,Why do journalist feel the need to stand waist deep in water while reporting on Irma? #stupidity,not_humanitarian,HumAID
20,1,in Flood Stricken Sri Lanka through PNS ZULFIQUAR,1,,0,low,True,PROPN PROPN VERB PROPN PROPN CCONJ PROPN PROPN PUNCT PROPN PUNCT NOUN ADP PROPN PROPN PROPN PROPN ADP PROPN PROPN,Pak Navy continues Humanitarian Assistance and Disaster Relief (HADR) Operations in Flood Stricken Sri Lanka through PNS ZULFIQUAR,rescue_volunteering_or_donation_effort,HumAID
18,2,,0,,0,low,True,VERB ADP ADP DET NOUN CCONJ NOUN NOUN NOUN ADP DET NOUN PUNCT NOUN NOUN PROPN SYM NOUN,Shout out to the virology and materials research centers for this success! @UNL_NCV @unl_ncmn @NebraskaMRSEC #InOurGritOurGlory,not_humanitarian,HumAID
20,2,North Carolina,1,,0,low,True,PROPN VERB SYM PROPN NOUN PUNCT PROPN PROPN PUNCT PROPN PUNCT ADV DET NOUN PUNCT NOUN ADP PROPN PROPN NOUN,"Maria causing #OuterBanks flooding. Via @WRAL: Maria, again a hurricane, swirls over North Carolina beaches",caution_and_advice,HumAID
11,1,,0,,0,low,False,ADJ PART AUX DET ADJ NOUN ADP DET NOUN NOUN PUNCT,Grateful to be a Small part of the recovery efforts.,rescue_volunteering_or_donation_effort,HumAID
58,1,Pakistan|Azak Kashmir /|in Indian Occupied Kashmir|in Azad Kashmir,4,need|help,2,medium,True,SYM NOUN PRON ADJ NOUN AUX VERB PUNCT VERB NOUN PRON AUX ADP NOUN ADP PROPN PROPN CCONJ PROPN PUNCT ADV ADP PROPN PROPN PROPN PUNCT PROPN PUNCT ADP ADP PRON DET NOUN SYM PROPN AUX PART VERB ADP ADP NOUN PUNCT AUX PROPN VERB PRON CCONJ PROPN PUNCT AUX DET NOUN ADP PROPN PROPN SYM PROPN PUNCT,"#earthquake Its sad news may Allah(SWT) help people who are in need in Azad Kashmir &amp; especially in Indian Occupied Kashmir (IOJK) as from there no news / Pics cant reach out to world, May Allah Help them &amp; be a part of Azak Kashmir / Pakistan.",sympathy_and_support,HumAID
17,2,,0,need|help,2,medium,False,DET PROPN VERB PRON NOUN PUNCT ADV AUX ADJ NOUN ADP PRON PRON AUX VERB ADP PUNCT,These Americans need our help. Here are several snapshots of what theyre dealing with:,sympathy_and_support,HumAID
25,1,,0,need|help,2,medium,False,VERB SPACE SCONJ PRON VERB NOUN PUNCT SCONJ PRON VERB PART VERB PUNCT SCONJ PRON VERB NOUN ADP PRON ADP SYM NOUN SYM NOUN SYM NOUN,"Visit  if you need help, if you want to help, if you need information on anything about #Harvey #flood #HouRecovers",caution_and_advice,HumAID
12,1,,0,,0,low,True,PROPN PROPN PUNCT PROPN VERB NOUN NOUN NOUN ADV ADP PROPN PROPN,RT @wpdeabc15: USDA issues food safety tips ahead of Hurricane Dorian,caution_and_advice,HumAID
42,2,Florida,1,,0,low,True,PROPN PROPN ADV VERB ADP DET NUM NOUN NOUN NUM ADP DET PROPN PUNCT PROPN NOUN PROPN AUX ADP NOUN ADP NOUN ADP DET ADJ NOUN ADP PROPN SCONJ PRON AUX VERB PART VERB DET NOUN ADP DET ADJ ADJ NOUN PUNCT,Hurricane Dorian officially upgraded to a 160mph Category 5 by the NHC. Tropical Storm Warning are in effect for parts of the eastern coast of Florida as it is expected to scrape the coast in the next few days.,caution_and_advice,HumAID
10,1,Houston,1,,0,low,False,PRON SCONJ PROPN PROPN PROPN VERB DET DET PROPN NOUN,Me when Bitchass Hurricane Harvey kills all the Houston niggas,not_humanitarian,HumAID
17,1,,0,,0,low,False,ADV DET NOUN AUX VERB PART AUX AUX VERB ADP PROPN PROPN PUNCT PROPN VERB PRON PUNCT,So which aid is alleged to have been stolen by Zanu PF? @NewsDayZimbabwe stop it !,not_humanitarian,HumAID
19,2,,0,,0,low,True,NOUN PUNCT X X VERB PROPN NOUN ADV PUNCT PROPN AUX DET ADJ NOUN VERB NOUN PRON AUX VERB,@nelsonchamisa @ProfJNMoyo @sekuru_gudo @Panashe468 @LynneWenyaM @hwendec @Chinamhata_PA @MamoyoT @TafadzwaMasang3 Zanu is an evil party grabbing donations this is embarrassing,rescue_volunteering_or_donation_effort,HumAID
12,1,,0,,0,low,False,NOUN PROPN SYM NOUN NOUN NOUN SYM PROPN PROPN PROPN PUNCT PROPN,Flood Donations #workplace # visit #srilanka #president @ District,rescue_volunteering_or_donation_effort,HumAID
35,2,@Childhelpindia,1,,0,medium,True,ADP ADP NOUN PUNCT DET NOUN VERB DET NOUN ADP NOUN CCONJ NOUN ADP NOUN PUNCT PROPN ADP PROPN ADP PROPN VERB PART VERB DET NOUN NOUN ADP PROPN SYM PROPN SYM PROPN PROPN NUM,"Along with relief, the rehabilitation requires the cleaning of mud and debris from houses. Team of Volunteers from @Childhelpindia working to restore the living conditions #KeralaFloods #HelpKerala #SupportKerala @donatekart @dhanyarajendran",rescue_volunteering_or_donation_effort,HumAID
9,2,,0,donate,1,medium,False,INTJ VERB ADP DET NOUN NOUN PUNCT X ADV,Please donate to the relief effort! #americanredcross,rescue_volunteering_or_donation_effort,HumAID
16,1,Hurricane Florence,1,assist,1,low,True,PROPN PROPN CCONJ DET PROPN VERB DET NOUN PART VERB DET PROPN PROPN NOUN NOUN PUNCT,Michael Jordan and the Hornets announced an initiative to assist the Hurricane Florence relief efforts:,rescue_volunteering_or_donation_effort,HumAID
