text,disaster_type,location_patterns,action_patterns,dep_patterns,has_location,has_action
"At 8:00 AM EDT, 1 ENE Cheraw [Chesterfield Co, SC] CO-OP OBSERVER reports HEAVY RAIN of 22.58 INCH. CO-OP OBSERVER STATION CEWS1, CHERAW WATER PLANT, MEASURED A TOTAL RAINFALL AMOUNT, ASSOCIATED WITH TROPICAL CYCLONE FLORENCE, ROUGHLY A 72 HOUR TOTAL,",caution_and_advice,LOC_NOUN,,PREP(At)+POBJ(EDT)|ROOT_VERB:reports|PREP(WITH)+POBJ(FLORENCE),True,False
Texas Museums Assess Damage Caused by Hurricane Harvey | artnet News,infrastructure_and_utility_damage,,,,False,False
"2/4 Valero’s contribution is going to a general #Harvey fund that provides disaster relief like transportation, food, cots and blankets.",rescue_volunteering_or_donation_effort,,,ROOT_VERB:going|PREP(to)+POBJ(fund)|PREP(like)+POBJ(transportation),False,False
Local shelters are helping to take in displaced pets in areas impacted by Hurricane Harvey.  #rgv,displaced_people_and_evacuations,PREP+PROPN,,ROOT_VERB:helping|PREP(in)+POBJ(areas)|NER_LOC:Hurricane|NER_LOC:Harvey,True,False
9 People confirmed dead from Hurricane Irma. What now @rushlimbaugh? Is it still a conspiracy? #Science #FactsMatter,injured_or_dead_people,PREP+PROPN,URGENCY_ADVERB,ROOT_VERB:confirmed|PREP(from)+POBJ(Irma),True,True
"So the California wildfires were gods wrath on gays? I guess #HurricaneFlorence is natures wrath on yall sexually abusive, child molesting #catholicpriests on the East coast! #MotherNatureWillWin",not_humanitarian,LOC_NOUN|PROPN+LOC_NOUN,,NER_LOC:California|PREP(on)+POBJ(gays)|ROOT_VERB:guess|PREP(on)+POBJ(coast)|NER_LOC:the,True,False
"Can you recommend anyone for this #job? Operations Associate -  #CustomerService #Cary, NC #Hiring #CareerArc",not_humanitarian,,,ROOT_VERB:recommend|PREP(for)+POBJ(job)|ROOT_VERB:Hiring,False,False
Packers QB Aaron Rodgers will donate $1 million to help with northern California fire relief in the area where he grew up.,rescue_volunteering_or_donation_effort,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,ACTION_VERB,ROOT_VERB:donate|PREP(with)+POBJ(relief)|NER_LOC:California|PREP(in)+POBJ(area),True,True
U.S. government delivers more than 700 metric tons of humanitarian assistance to Mozambicans impacted by #CycloneIdai  #Mozambique #US #Idai @USAIDMozambique,rescue_volunteering_or_donation_effort,,,NER_LOC:U.S.|ROOT_VERB:delivers|PREP(of)+POBJ(assistance)|PREP(to)+POBJ(Mozambicans),False,False
"ATH Hangingstone only facility currently facing wildfire, air bridge” from camps successfully underway",other_relevant_information,PREP+PROPN|LOC_NOUN,,PREP(from)+POBJ(camps),True,False
RT @CherylBatchelo3: Aerial photos of the destruction in Puerto Rico after Hurricane Maria - The Washington Post,infrastructure_and_utility_damage,PREP+PROPN,,PREP(of)+POBJ(destruction)|PREP(in)+POBJ(Rico)|NER_LOC:Puerto|NER_LOC:Rico|PREP(after)+POBJ(Maria),True,False
"RT @ChrisKlemens: I dont give a fuck if Im spamming your timeline right now with donation links. If youre mad, fuck offand donate: :",rescue_volunteering_or_donation_effort,,URGENCY_ADVERB|ACTION_VERB,ROOT_VERB:give|PREP(with)+POBJ(links)|ROOT_VERB:donate,False,True
Weather is calming down here in Hampton Roads now that Jose is moving further away but Hurricane Maria is caus,other_relevant_information,PREP+PROPN,URGENCY_ADVERB,ROOT_VERB:calming|PREP(in)+POBJ(Roads)|NER_LOC:Hampton|NER_LOC:Roads,True,True
"The donations keep coming at @BaileyCoach1! They’re sending three stuffed buses to help the relief before Hurricane Florence hits. They’re expecting to send about 50,000 pounds of donations! @fox43",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:keep|PREP(at)+POBJ(@BaileyCoach1)|ROOT_VERB:sending|ROOT_VERB:expecting|PREP(of)+POBJ(donations),False,True
For monetary donation -   For resource donations -   @MyKartavya,rescue_volunteering_or_donation_effort,,,,False,False
@OfficialDGISPR Please send troops to few km ahead as well because in #IOK thousands of #Muslim lives are at risk. #Kashmir #Pakistan,requests_or_urgent_needs,PREP+PROPN,PLEA_PATTERN|ACTION_VERB,ROOT_VERB:send|PREP(of)+POBJ(lives)|NER_LOC:Pakistan,True,True
Show your support in this Houston Strong t-shirt. 100% of proceeds go to Hurricane Harvey Relief Fund.,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:Show|PREP(in)+POBJ(shirt)|NER_LOC:Houston|NER_LOC:Strong|PREP(of)+POBJ(proceeds),True,False
Thank you @CNN for covering #StCroix &amp; the damage from #HurricaneMaria #VIStrong ἟B἞E,infrastructure_and_utility_damage,,,ROOT_VERB:Thank|PREP(from)+POBJ(HurricaneMaria),False,False
"Hurricane #Irma ripped roofs off houses, collapsed buildings and flooded hundreds of miles of Cubas coastline.",infrastructure_and_utility_damage,,,ROOT_VERB:ripped|PREP(off)+POBJ(houses)|PREP(of)+POBJ(miles)|PREP(of)+POBJ(coastline),False,False
RT @OANN: At least 59 dead in Calif. wildfires -  #OANN #CaliforniaWildfires,injured_or_dead_people,PREP+PROPN,,NER_LOC:Calif.,True,False
The militarys media wing tweeted that Army Chief Gen Qamar Javed Bajwa has issued directions for troops to conduct an immediate rescue operation in aid of the civil administration for victims of the earthquake in AJK.#earthquake,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,ROOT_VERB:tweeted|PREP(for)+POBJ(troops)|PREP(in)+POBJ(aid)|PREP(of)+POBJ(administration)|PREP(for)+POBJ(victims),True,True
Another tornado warning,caution_and_advice,,,,False,False
RT @LastQuake: Its always surprising how damage can be localized. An indication of poor construction practices?,infrastructure_and_utility_damage,,,PREP(of)+POBJ(practices),False,False
i hope they get help,sympathy_and_support,,ACTION_VERB,ROOT_VERB:hope,False,True
Katarina bad Karma ⚡️ Fort McMurray-area wildfire grows as two fires combine,caution_and_advice,LOC_NOUN,,NER_LOC:Fort|NER_LOC:McMurray,True,False
A message from the Queen to the people of #Mexico following the resent earthquake.,sympathy_and_support,PREP+PROPN,,PREP(from)+POBJ(Queen)|PREP(to)+POBJ(people)|PREP(of)+POBJ(Mexico)|NER_LOC:Mexico|PREP(following)+POBJ(earthquake),True,False
"#Florida Governor Ron DeSantis declared a #stateofemergency Thursday for all of the states 67 counties. Call us at 877-411-3436 to find #petfriendly accommodations, or visit our Emergency Page for updates and shelter information. #HurricaneDorian",caution_and_advice,,DISTRESS_SIGNAL|ACTION_VERB,NER_LOC:Florida|ROOT_VERB:declared|PREP(for)+POBJ(all)|ROOT_VERB:Call|PREP(at)+POBJ(877),False,True
Be safe Alberta! ❤️ #HealAlberta #Oil #Love #Fires #Fire #Wildfire #Earth #Rain,sympathy_and_support,,,NER_LOC:Alberta,False,False
RT @BRAHMANBRO: They need our help guys #KeralaFloods #Paytm,sympathy_and_support,,ACTION_VERB,ROOT_VERB:need,False,True
RT @PurposeTourUD: Praying for Ecuador and all of the families affected by this Earthquake!,sympathy_and_support,,,PREP(for)+POBJ(Ecuador)|NER_LOC:Ecuador,False,False
Ecuador death toll jumps to 238; more than 1500 injured: Rescue workers search the rubble after a 7.8-magnitud,injured_or_dead_people,,VICTIM_STATE|ACTION_VERB,NER_LOC:Ecuador|PREP(to)+POBJ(238)|ROOT_VERB:search|PREP(after)+POBJ(magnitud),False,True
Watch @Jenna_Marbles &amp; @JulienSolomita play PUBG! All proceeds will be donated to Hurricane Harvey relief efforts.,rescue_volunteering_or_donation_effort,,,ROOT_VERB:play|ROOT_VERB:donated|PREP(to)+POBJ(efforts)|NER_LOC:Hurricane|NER_LOC:Harvey,False,False
#SanAntonio food banks accepting non-perishable items for donation to #hurricaneharvey survivors. Heres a current list of field offices.,rescue_volunteering_or_donation_effort,,,PREP(for)+POBJ(donation)|PREP(to)+POBJ(survivors)|PREP(of)+POBJ(offices),False,False
"Any families or elderly #evacuating South Florida from #hurricaneirma, I have an extra bedroom in Orlando with food and water you can use",displaced_people_and_evacuations,PREP+PROPN,,NER_LOC:South|NER_LOC:Florida|PREP(from)+POBJ(hurricaneirma)|PREP(in)+POBJ(Orlando)|NER_LOC:Orlando,True,False
"BREAKING: Georgias governor orders mandatory evacuation of states coast starting at midday Monday ahead of Hurricane #Dorian. Multiple sources say the order includes people in areas east of I-95 in Bryan, Camden, Chatham, Glynn, Liberty and McIntosh counties.",displaced_people_and_evacuations,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,,PREP(of)+POBJ(coast)|PREP(at)+POBJ(midday)|ROOT_VERB:say|PREP(in)+POBJ(areas)|PREP(in)+POBJ(Bryan),True,False
RT @janinekrippner: Two buildings hitting each other during the #Mexico #earthquake. I just keep shaking my head. #CDMX,infrastructure_and_utility_damage,,,PREP(during)+POBJ(earthquake)|ROOT_VERB:keep,False,False
Please donate if you can or share this link!! @HSCSLSU is raising money to assist Puerto Rican citizens,rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:donate|ROOT_VERB:raising,False,True
70% of Haiti lives in poverty. They are facing Hurricane Matthew in their shanties. Clinton Foundation promised homes that never were built,other_relevant_information,PREP+PROPN,,PREP(of)+POBJ(Haiti)|NER_LOC:Haiti|ROOT_VERB:lives|PREP(in)+POBJ(poverty)|ROOT_VERB:facing,True,False
Ghanaian actress Juliet Ibrahim to donate N1million to Benue flood victims,rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:donate|PREP(to)+POBJ(victims),False,True
".@TomBossert45 on Irma efforts in the Caribbean, U.S.: This is the best integrative, full-scale response effort in our nations history.",other_relevant_information,PREP+PROPN,,NER_LOC:Irma|PREP(in)+POBJ(Caribbean)|NER_LOC:Caribbean|NER_LOC:U.S.|PREP(in)+POBJ(history),True,False
Amazing photos: researchers putting rare parrots in a safe shelter ahead of Irma.,other_relevant_information,PREP+PROPN,,PREP(in)+POBJ(shelter)|NER_LOC:Irma,True,False
"Hurricane Dorian has made landfall on Elbow Cay in Abacos, Bahamas with 185 mph winds and a central pressure of 911 mb. Catastrophic damage from winds and storm surge is expected. Keep the Bahamas in your thoughts. #HurricaneDorian #HurricaneDorian2019",infrastructure_and_utility_damage,PREP+PROPN,,ROOT_VERB:made|PREP(on)+POBJ(Cay)|PREP(in)+POBJ(Abacos)|NER_LOC:Abacos|NER_LOC:Bahamas,True,False
"RT @CBCEdmonton: Fort McMurray still faces fire threat, officials say  #yymfire",caution_and_advice,,,NER_LOC:Fort|NER_LOC:McMurray|ROOT_VERB:say,False,False
"Water level situation in major rivers as of 0930 hrs, 01.06.2017 - Kalu, Gin gangas still on alert - but water level falling. #FloodSL",caution_and_advice,PREP+PROPN,,PREP(in)+POBJ(rivers)|PREP(on)+POBJ(level),True,False
Food for thought as I sit on Chocolate Ave! Mr Milton Hershey went bankrupt several times before landing his successful milk chocolate” recipe. His rough young childhood inspired an,not_humanitarian,,,PREP(for)+POBJ(thought)|PREP(on)+POBJ(Ave)|ROOT_VERB:went|ROOT_VERB:inspired,False,False
Kerala is currently witnessing one of its worst tragedy. Please help and donate to the Chief Ministers Disaster Relief Fund at  #KeralaFloods #KeralaFloodRelief #StandWithKerala,rescue_volunteering_or_donation_effort,,PLEA_PATTERN|ACTION_VERB,NER_LOC:Kerala|ROOT_VERB:witnessing|ROOT_VERB:help|PREP(to)+POBJ(Fund)|PREP(at)+POBJ(#),False,True
Haiti should be thanking the Clinton foundation right about now for that fantastic hospital &amp; tents they have to withstand this hurricane,other_relevant_information,,URGENCY_ADVERB,NER_LOC:Haiti|ROOT_VERB:thanking|PREP(for)+POBJ(hospital),False,True
Farmers return after delivering donations to flooded communities in Nebraska,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:return|PREP(to)+POBJ(communities)|PREP(in)+POBJ(Nebraska)|NER_LOC:Nebraska,True,False
"News Daily: Brexit talks in endgame and California fires death toll rises  : November 13, 2018 at 06:19AM via mikejulietbravo",injured_or_dead_people,PREP+PROPN,,PREP(in)+POBJ(toll)|NER_LOC:California|ROOT_VERB:rises,True,False
Good morning though #message #messageoftheday #motd #mod #goodmorning #workflow @ Shoppers Food,not_humanitarian,,,,False,False
Number of people confirmed dead after Hurricane Harvey =39 Number of them mentioned by @realDonaldTrump on his Texas Visit =0 Enough Said!,injured_or_dead_people,,,PREP(of)+POBJ(people)|PREP(after)+POBJ(Harvey)|PREP(of)+POBJ(them)|PREP(on)+POBJ(Visit)|NER_LOC:Texas,False,False
I liked a @YouTube video  MullaPeriyar Dam Explained | Tamil | Water level | Kerala Flood | Madan Gowri,other_relevant_information,,,ROOT_VERB:liked,False,False
Local firefighters return home after battling wildfires in California  #kprc2 #HouNews,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:return|PREP(in)+POBJ(California)|NER_LOC:California,True,False
Hurricane Maria Live Updates: Catastrophic Flooding in #PuertoRico  Via @NYTimesὌCCC #NewYork #NYC #Life,caution_and_advice,,,,False,False
RT @daddy_yankee: @people thanks for help sharing our needs! We need more relief support in #PuertoRico,sympathy_and_support,,ACTION_VERB,PREP(for)+POBJ(help)|ROOT_VERB:need|PREP(in)+POBJ(PuertoRico),False,True
"Donate kitchen Utensils to Christian College of Southern Africa Journalism Department #CycloneIdai, 29 March were headed for Chimanimani @loughtydube1 @misazimbabwe @VoluntaryMedia @bbmhlanga @MalvinTendai @tendaimadondo @UKinZimbabwe @KirstyCoventry @VOANews",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:headed|PREP(for)+POBJ(@UKinZimbabwe),False,True
Labatts provides water to Fort McMurray #CorporateCitizen  #CSR trend,rescue_volunteering_or_donation_effort,,,ROOT_VERB:provides|PREP(to)+POBJ(trend)|NER_LOC:Fort,False,False
See how quickly the water receded in #Charleston after #Irmas flooding rains.,other_relevant_information,,,ROOT_VERB:See|PREP(in)+POBJ(Charleston)|PREP(after)+POBJ(rains),False,False
@Atheist_Krishna We have cow munchers amidst us as well. Hope they are busy whipping up Kerala flood situation till these two put up at least another 100 #ENGvIND,other_relevant_information,PREP+PROPN,,ROOT_VERB:have|PREP(amidst)+POBJ(us)|ROOT_VERB:Hope|NER_LOC:Kerala,True,False
🏈FRIDAY AT HOME VS LD BELL!🏈 @ 7:30 Wear your USA gear to support those affected by Hurricanes Harvey and Irma!@KHSIndianNation 🇺🇸 BE THERE!,sympathy_and_support,PREP+PROPN,,ROOT_VERB:BE,True,False
At least 25 people are dead as wildfires blaze through northern and southern California. Officials say the entire town of Paradise was destroyed.,injured_or_dead_people,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,,PREP(through)+POBJ(California)|NER_LOC:California|ROOT_VERB:say|PREP(of)+POBJ(Paradise)|NER_LOC:Paradise,True,False
"We are trying to figure how to remove the roadblocks to their recovery.” This article provides a great look at the critical role that #RedCross caseworkers play after disasters like the California #wildfires. Thank you, casework volunteers!",rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:trying|PREP(to)+POBJ(recovery)|ROOT_VERB:provides|PREP(at)+POBJ(role)|PREP(after)+POBJ(disasters),True,False
"As a matter of perspective: despite an army of nearly 10,000 firefighters deployed to fight the ongoing California wildfires, thats still less than one firefighter per destroyed building. These numbers are really hard to wrap ones head around. #CampFire #WoolseyFire #CAfire",rescue_volunteering_or_donation_effort,,,PREP(As)+POBJ(matter)|PREP(of)+POBJ(perspective)|PREP(despite)+POBJ(army)|PREP(of)+POBJ(firefighters)|NER_LOC:California,False,False
"The SRA is raising money for disaster relief efforts agead of Hurricane Dorian! Help us buy food, water, first aid, and sanitary supplies for underserved communities in the path of the storm.",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,ROOT_VERB:raising|PREP(for)+POBJ(agead)|PREP(of)+POBJ(Dorian)|ROOT_VERB:Help|PREP(for)+POBJ(communities),True,True
RT @ams_syd: @SniprFire1 @MiaoReport and guess what? Clinton Fnd was asking for money this morning to help Haiti after yday hurricane. Unb,other_relevant_information,,ACTION_VERB,ROOT_VERB:@MiaoReport|ROOT_VERB:asking|PREP(for)+POBJ(money)|NER_LOC:Haiti|PREP(after)+POBJ(hurricane),False,True
"The @WaterlooMasjid is raising money for people affected by the Fort McMurray wildfire. At 810, @CBCKW891 hears why they decided to help.",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:raising|PREP(for)+POBJ(people)|NER_LOC:Fort|NER_LOC:McMurray|PREP(At)+POBJ(810),False,True
RT @kmcbrd2: Mexicos strongest earthquake in a century leaves dozens dead and thousands without power  via @yahoo,injured_or_dead_people,PREP+PROPN,,PREP(in)+POBJ(century)|ROOT_VERB:leaves|PREP(without)+POBJ(power)|PREP(via)+POBJ(@yahoo),True,False
"Folks, the seas are rising &amp; storms are more intense. Our coasts are threatened with more flooding unless we demand action for the planet.",other_relevant_information,,,ROOT_VERB:threatened|PREP(with)+POBJ(flooding)|PREP(for)+POBJ(planet),False,False
"RT @VickiBryanGC: Were taking a beating in Houston-Galveston with heavy rains, epic flooding, &amp; no break for 2-3 days. Take care folks. #H",other_relevant_information,PREP+PROPN,,PREP(in)+POBJ(Galveston)|NER_LOC:Houston|NER_LOC:-|NER_LOC:Galveston|PREP(with)+POBJ(rains),True,False
@realDonaldTrump Cheap gas for damaged environment. Some deal. Maybe when Dorian kisses Mar-A-Lago in the butt Trump might think differently but I doubt it.,not_humanitarian,PREP+PROPN,,ROOT_VERB:@realDonaldTrump|PREP(for)+POBJ(environment)|PREP(in)+POBJ(butt)|ROOT_VERB:think,True,False
Our thoughts are with #Mexico as they recover from the Sep19 earthquake &amp; those in #PuertoRico &amp; the #Caribbean impacted by #HurricaneMaria.,sympathy_and_support,PREP+PROPN,,NER_LOC:Mexico|PREP(from)+POBJ(earthquake),True,False
State Farm donating $1 up to $1 million for California wildfire victims to match Aaron Rodgers #retweetforgood,rescue_volunteering_or_donation_effort,,,ROOT_VERB:donating|PREP(for)+POBJ(victims)|NER_LOC:California,False,False
#donate everything you have! #prayforItaly #kindness,rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:donate,False,True
"Churches and other faith-based groups lend a hand after historic Nebraska floods - OMAHA, Neb. (RNS) — Local churches and national faith-based disaster relief groups — along with state and federal officials — are stepp #NewsAndInformation",rescue_volunteering_or_donation_effort,,,PREP(after)+POBJ(floods)|NER_LOC:Nebraska|NER_LOC:Neb.,False,False
"As part of our FEMA contract, were deploying hundreds of ground crews and medical transportation assets to help communities in the path of Hurricane Dorian.",sympathy_and_support,PREP+PROPN,ACTION_VERB,PREP(As)+POBJ(part)|PREP(of)+POBJ(contract)|ROOT_VERB:deploying|PREP(of)+POBJ(crews)|PREP(in)+POBJ(path),True,True
"@KimKardashian Thank you to you and your family from myself, my family and friends, and #PuertoRico, we are thankful for your help #HurricaneMaria",rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(to)+POBJ(you)|PREP(from)+POBJ(myself),True,True
"@DHSgov Waive Jones Act- save lives!Puerto Rico after Maria: Too hot, too little food, no power - CNN",other_relevant_information,,ACTION_VERB,,False,True
RT @DiyaSalim: May Allah protect us ὤFἿBfrom him Azaab ὤFἿBand show mercy on those affected by the earthquake #earthquake,sympathy_and_support,,,ROOT_VERB:protect|PREP(ὤFἿBfrom)+POBJ(him)|PREP(on)+POBJ(those),False,False
"Marathi running relief camp, citizen of small Jhajjar distribution give 73 lacs. Very good! @ShashiTharoor @Jairam_Ramesh @kavita_krishnan @CMOKerala What did you guys ever contribute to other states during similar disasters ᾑ4 Want to know ὠEὠE",rescue_volunteering_or_donation_effort,,,PREP(of)+POBJ(distribution)|NER_LOC:Jhajjar|ROOT_VERB:give|ROOT_VERB:contribute|PREP(to)+POBJ(states),False,False
RT @kmontgomerie: Tsunami warning widened to East Coast of all NZ. Anyone living out at the east coast beaches should move to higher ground,caution_and_advice,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,ACTION_VERB,NER_LOC:Tsunami|PREP(to)+POBJ(Coast)|NER_LOC:East|NER_LOC:Coast|PREP(at)+POBJ(beaches),True,True
Hi @Bethenny! Thank you for tweeting about my island. Were US citizens &amp; we need all the help we can get! #HurricaneMaria #ThisIsACrisis,requests_or_urgent_needs,,ACTION_VERB,ROOT_VERB:Thank|PREP(about)+POBJ(island)|NER_LOC:US|ROOT_VERB:need,False,True
We commissioned a cargo plane to deliver supplies to Puerto Rico and are working to ensure safety of 400 employees,other_relevant_information,,,ROOT_VERB:commissioned|PREP(to)+POBJ(Rico)|NER_LOC:Puerto|NER_LOC:Rico|PREP(of)+POBJ(employees),False,False
"@DaveMustaine It was a terrible earthquake, were fine, unfortunately a lot of people Die, pray for Ecuador, we are expecting 4 u on July",sympathy_and_support,,,PREP(of)+POBJ(people)|PREP(for)+POBJ(Ecuador)|NER_LOC:Ecuador|ROOT_VERB:expecting|PREP(on)+POBJ(July),False,False
To get an idea of how dangerous Dorian is here is a comparison. The average tornado is 300 to 500 yards wide at ground level. Now think about a tornado that is 30 miles wide!,other_relevant_information,PREP+PROPN,URGENCY_ADVERB,ROOT_VERB:think|PREP(about)+POBJ(tornado),True,True
Hurricane Maria wrought significant damage at one of Beachwood-based @DDR_Corps Puerto Rico centers:  $DDR #REITs,infrastructure_and_utility_damage,PREP+PROPN,,ROOT_VERB:wrought|PREP(at)+POBJ(one)|NER_LOC:Beachwood|NER_LOC:Puerto|NER_LOC:Rico,True,False
"Thinking about this today as wildfires ravage California: the nothingness, the vast nothingness, and how it would feel to know that every trace and fiber of my childhood and adolescence had been razed to the ground beneath my feet.”",sympathy_and_support,,,ROOT_VERB:Thinking|PREP(about)+POBJ(this)|NER_LOC:California|PREP(of)+POBJ(childhood)|PREP(to)+POBJ(ground),False,False
RT @bloore_richard: Italy sees heavy SNOW as Greece and Sweden are so hot they’re ravaged by wildfires,other_relevant_information,,,NER_LOC:Italy|ROOT_VERB:sees|NER_LOC:Greece|NER_LOC:Sweden,False,False
Children always most vulnerable in disasters - UNICEF has pre-positioned supplies to help families cope with the aftermath of #HurricaneIrma,rescue_volunteering_or_donation_effort,PREP+PROPN,ACTION_VERB,PREP(with)+POBJ(aftermath)|PREP(of)+POBJ(HurricaneIrma),True,True
Please dont circulate an Audio clip that says Kerala doesnt need any material. @ArtofLiving Volunteers on ground there say it is needed very much. Rich or poor all need food and medicines. #KeralaFloodRelief,requests_or_urgent_needs,,NEED+RESOURCE|ACTION_VERB,ROOT_VERB:circulate|PREP(on)+POBJ(ground)|ROOT_VERB:say|ROOT_VERB:need,False,True
Were asking for 6-8 hour shifts from volunteers at NRG Center. Thankful for everyone who has shown up to welcome neighbors. #HelpforHouston,rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:asking|PREP(for)+POBJ(shifts)|PREP(from)+POBJ(volunteers)|PREP(at)+POBJ(Center)|NER_LOC:NRG,True,False
"Residents of Lincoln, California, will be cooking and serving meals to families living in shelters after losing their entire town to the raging wildfires.",rescue_volunteering_or_donation_effort,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,,PREP(of)+POBJ(Lincoln)|NER_LOC:Lincoln|NER_LOC:California|ROOT_VERB:cooking|PREP(to)+POBJ(families),True,False
"Update from @ATXFlood, a band of local radicals who deliver mutual aid",rescue_volunteering_or_donation_effort,,,ROOT_VERB:Update|PREP(from)+POBJ(@ATXFlood)|PREP(of)+POBJ(radicals),False,False
200 Green Color Round ClamShell CD/DVD Case with Lock $59.00 #FreeShip  #Clamshell #Cases,not_humanitarian,,,,False,False
RT @falamb3: Number of deaths has now climbed to 38 and 700 injured. Let us all pray this number does now climb any further. #earthquake,injured_or_dead_people,,VICTIM_STATE|URGENCY_ADVERB,PREP(of)+POBJ(deaths)|ROOT_VERB:climbed|PREP(to)+POBJ(38)|ROOT_VERB:Let,False,True
Governor Cooper announces he is issuing mandatory state evacuation for NC barrier islands. Urges residents to obey local evacuation orders. #HurricaneFlorence,displaced_people_and_evacuations,,,ROOT_VERB:announces|PREP(for)+POBJ(islands)|NER_LOC:NC|ROOT_VERB:Urges,False,False
Our friends at the Cantor Fitzgerald Relief Fund are helping families devastated by the recent California wildfires. -,rescue_volunteering_or_donation_effort,PREP+PROPN,,PREP(at)+POBJ(Fund)|ROOT_VERB:helping|NER_LOC:California,True,False
Some reading material to calm the nerves before #HurricaneDorian.,not_humanitarian,,,PREP(before)+POBJ(HurricaneDorian),False,False
"It is Day 11 of massive wildfires in California. ◾️ The death toll in the #CampFire has risen to 79 people. Its 70% contained ◾️ The #WoolseyFire has destroyed about 1,500 homes in the Los Angeles area. Its 96% contained ◾️ The two fires have burned 248,000 acres of land",infrastructure_and_utility_damage,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,,PREP(in)+POBJ(California)|NER_LOC:California|PREP(in)+POBJ(CampFire)|ROOT_VERB:risen|PREP(to)+POBJ(people),True,False
Hurricane Harvey’s Devastation Highlights the Critical Need for Disaster Preparation and Safe Damage Assessment,other_relevant_information,,ACTION_VERB,PREP(for)+POBJ(Preparation),False,True
"RT @GlobalGiving: Survivors of the 6.2M #ItalyEarthquake need emergency supplies like food, water, and medicine — donate today",requests_or_urgent_needs,,DISTRESS_SIGNAL|ACTION_VERB,PREP(of)+POBJ(ItalyEarthquake)|PREP(like)+POBJ(food)|ROOT_VERB:donate,False,True
"Must Watch: 😧The difference between a Category 1, 2, 3, 4 and 5 Hurricane n regrds 2 home damage. #hurricaneirma2017",infrastructure_and_utility_damage,,,ROOT_VERB:Watch|PREP(between)+POBJ(Category),False,False
"Thank you, my dear friend @MissNyetTrump for sharing this info. Below is one way we can all chip in to make the holidays a bit more special for the children affected by the Camp Fire. Just imagine if we each donated one toy. #CaliforniaFires #SeasonofGiving #ActsofKindness",rescue_volunteering_or_donation_effort,PREP+PROPN,,ROOT_VERB:Thank|NER_LOC:the|NER_LOC:Camp|NER_LOC:Fire|ROOT_VERB:imagine,True,False
#NewsroomLive: @Sahas113 foundation is collecting donations &amp; stationery products for children whose schools are destroyed due to #KeralaFloods. @himanshi3101 brings us this report @avniraja #IndiaForKerala,rescue_volunteering_or_donation_effort,,,ROOT_VERB:collecting|PREP(for)+POBJ(children)|ROOT_VERB:brings,False,False
"Met Hon’ble @PMOIndia Shri Narendra Modiji @narendramodi on Sat, 25th August &amp; briefed him on the hardships suffered by people of Kerala due to the gravity of the recent #Keralafloods . Also briefed on the pace of relief &amp;rescue ops carried out in #Kerala @CMOKerala",rescue_volunteering_or_donation_effort,,ACTION_VERB,ROOT_VERB:briefed|PREP(on)+POBJ(hardships)|PREP(of)+POBJ(Kerala)|NER_LOC:Kerala|PREP(due)+POBJ(gravity),False,True
5 PM: Hurricane #Dorian is expected to move west to west-northwest in the next 48 hours. Hurricane Warnings and Storm Surge Warnings are now in effect for much of Florida’s east coast. This storm’s core may bring dangerous winds and water onshore — follow all local advisories.,caution_and_advice,PREP+PROPN|PROPN+LOC_NOUN|LOC_NOUN,URGENCY_ADVERB|ACTION_VERB,ROOT_VERB:expected|PREP(to)+POBJ(northwest)|PREP(in)+POBJ(hours)|PREP(for)+POBJ(much)|NER_LOC:Florida,True,True
Probably a 60/40 chance Trump will defend himself against the details about his anatomy in the new @StormyDaniels book before commenting on the 30+ deaths from Hurricane Florence.,not_humanitarian,PREP+PROPN,,PREP(against)+POBJ(details)|PREP(about)+POBJ(anatomy)|PREP(in)+POBJ(book)|PREP(on)+POBJ(deaths)|PREP(from)+POBJ(Florence),True,False
Please help us in our efforts to raise much needed funds for our beautiful Dominica following Hurricane Maria @TheEllenShow,requests_or_urgent_needs,PREP+PROPN,PLEA_PATTERN|ACTION_VERB,ROOT_VERB:help|PREP(in)+POBJ(efforts)|PREP(for)+POBJ(Dominica)|NER_LOC:Dominica|PREP(following)+POBJ(Maria),True,True
